urn,local_authority,school,postcode,easting,northing,lsoa,type,phase,no2_avg_2013,above_40_2013,no2_avg_2016,above_40_2016
101057,Wandsworth,Hillbrook School,SW17 8SG,528119,171797,E01004611,Foundation school,Primary,35.1,No,35.3,No
101064,Wandsworth,Ibstock Place School,SW15 5PY,521520,174288,E01004576,Other independent school,Not applicable,34.6,No,35.1,No
101065,Wandsworth,Merlin School,SW15 2BZ,524005,174649,E01004500,Other independent school,Not applicable,38.2,No,38.1,No
101067,Wandsworth,Hurlingham School,SW15 2NQ,524512,175308,E01004602,Other independent school,Not applicable,40.2,Yes,39.5,No
101069,Merton,Willington School,SW19 7QQ,524889,171025,E01003400,Other independent school,Not applicable,35.8,No,35.6,No
101071,Wandsworth,Emanuel School,SW11 1HS,527042,174633,E01004621,Other independent school,Not applicable,37.5,No,37.7,No
101072,Wandsworth,Putney High School,SW15 6BH,523900,174602,E01004500,Other independent school,Not applicable,41.2,Yes,39.7,No
101073,Lambeth,London Steiner School,SW12 0LT,529103,173535,E01003157,Other independent school,Not applicable,37.6,No,36.8,No
101074,Wandsworth,Broomwood Hall School,SW12 8NR,528034,173974,E01004479,Other independent school,Not applicable,38.2,No,38,No
101075,Wandsworth,The Roche School,SW18 1HW,525314,174895,E01004511,Other independent school,Not applicable,43.7,Yes,42,Yes
101076,Wandsworth,Finton House School,SW17 7HL,527583,172931,E01004626,Other independent school,Not applicable,41.7,Yes,39.9,No
101077,Wandsworth,The Dominie School Limited,SW11 4DX,528056,176680,E01004560,Other independent special school,Not applicable,46.0,Yes,44.1,Yes
101078,Wandsworth,Hornsby House School,SW12 8RS,528208,173365,E01004545,Other independent school,Not applicable,36.9,No,36.9,No
101080,Wandsworth,Eveline Day School,SW17 7BQ,528341,172882,E01004485,Other independent school,Not applicable,39.4,No,37.6,No
101081,Wandsworth,Prospect House School,SW15 3NT,523728,173976,E01004505,Other independent school,Not applicable,39.4,No,38.4,No
101082,Wandsworth,Newton Preparatory School,SW8 4BX,528870,176969,E01033100,Other independent school,Not applicable,47.1,Yes,45.2,Yes
101084,Wandsworth,Dolphin School (Incorporating Noahs Ark Nursery Schools),SW11 6QW,527511,174727,E01004557,Other independent school,Not applicable,39.4,No,38.7,No
101086,Wandsworth,Hall School Wimbledon,SW15 3EQ,522190,172303,E01004573,Other independent school,Not applicable,31.5,No,32.8,No
101088,Wandsworth,Eaton House the Manor School,SW4 9RU,528543,175257,E01004587,Other independent school,Not applicable,43.7,Yes,41.9,Yes
101089,Wandsworth,Northcote Lodge School,SW11 6EL,527584,174151,E01004559,Other independent school,Not applicable,40.3,Yes,39.3,No
101090,Wandsworth,Al Risalah Secondary School,SW17 7TJ,527762,171982,E01004612,Other independent school,Not applicable,40.5,Yes,38.3,No
101091,Wandsworth,Parkgate House School,SW4 9SD,528332,175241,E01004587,Other independent school,Not applicable,43.3,Yes,41.8,Yes
101094,Wandsworth,Oak Lodge School,SW12 8NA,528065,173793,E01004550,Community special school,Not applicable,36.4,No,36.9,No
101099,Wandsworth,Greenmead School,SW19 6RY,524028,173745,E01004630,Community special school,Not applicable,35.1,No,35.6,No
101102,Wandsworth,Paddock School,SW15 5RT,521689,175313,E01004575,Community special school,Not applicable,37.0,No,36.2,No
101103,Wandsworth,Garratt Park School,SW18 3TB,526164,172467,E01004490,Community special school,Not applicable,39.3,No,37.3,No
101104,Westminster,Tachbrook Nursery School,SW1V 3RT,529763,178066,E01004737,Local authority nursery school,Nursery,49.7,Yes,47.9,Yes
101105,Westminster,Dorothy Gardner Centre,W9 3JY,524835,182642,E01004718,Local authority nursery school,Nursery,41.9,Yes,42.4,Yes
101106,Westminster,Mary Paterson Nursery School,W9 3DS,524829,182547,E01004678,Local authority nursery school,Nursery,41.6,Yes,42,Yes
101107,Westminster,Barrow Hill Junior School,NW8 7AL,527092,183132,E01004724,Community school,Primary,40.9,Yes,42.4,Yes
101110,Westminster,Edward Wilson Primary School,W2 5TL,525705,181829,E01032512,Community school,Primary,42.3,Yes,43.6,Yes
101111,Westminster,Essendine Primary School,W9 2LR,525311,182561,E01004708,Community school,Primary,40.6,Yes,41.8,Yes
101115,Westminster,George Eliot Primary School,NW8 0NH,526535,183794,E01004646,Community school,Primary,46.4,Yes,44.4,Yes
101116,Westminster,Hallfield Primary School,W2 6JJ,525940,181017,E01004697,Community school,Primary,43.1,Yes,43.8,Yes
101117,Westminster,Robinsfield Infant School,NW8 6PX,527037,183464,E01004647,Community school,Primary,39.2,No,41.3,Yes
101120,Westminster,Queen's Park Primary School,W10 4DQ,524394,182467,E01004721,Community school,Primary,41.4,Yes,42,Yes
101121,Westminster,All Souls CofE Primary School,W1W 7JJ,529242,181745,E01004763,Voluntary aided school,Primary,48.3,Yes,48,Yes
101122,Westminster,Burdett-Coutts and Townshend Foundation CofE Primary School,SW1P 2QQ,529548,179003,E01004744,Voluntary aided school,Primary,48.0,Yes,47.1,Yes
101123,Westminster,Hampden Gurney CofE Primary School,W1H 5HA,527459,181362,E01004658,Voluntary aided school,Primary,59.2,Yes,52,Yes
101124,Westminster,Our Lady of Dolours RC Primary School,W2 5SR,525575,181820,E01004754,Voluntary aided school,Primary,47.9,Yes,47,Yes
101125,Westminster,St Augustine's CofE Primary School,NW6 5XA,525528,183286,E01004710,Voluntary aided school,Primary,41.5,Yes,41.9,Yes
101126,Westminster,St Barnabas' CofE Primary School,SW1W 8PF,528421,178462,E01004666,Voluntary aided school,Primary,53.5,Yes,48.4,Yes
101127,Westminster,St Clement Danes CofE Primary School,WC2B 5SU,530611,181081,E01004735,Voluntary aided school,Primary,65.4,Yes,56,Yes
101128,Westminster,St Edward's Catholic Primary School,NW1 6LH,527354,182085,E01004659,Voluntary aided school,Primary,48.7,Yes,47.6,Yes
101129,Westminster,St Gabriel's CofE Primary School,SW1V 3AG,529064,178013,E01004665,Voluntary aided school,Primary,46.8,Yes,45.9,Yes
101130,Westminster,St George's Hanover Square CofE Primary School,W1K 2XH,528476,180499,E01004761,Voluntary aided school,Primary,47.7,Yes,48.7,Yes
101131,Westminster,Soho Parish CofE Primary School,W1D 7LF,529559,180851,E01033595,Voluntary aided school,Primary,53.6,Yes,50.5,Yes
101132,Westminster,St James & St John Church of England Primary School,W2 3QD,526422,180910,E01004694,Voluntary aided school,Primary,46.0,Yes,45.9,Yes
101133,Westminster,St Joseph's RC Primary School,W9 1DF,526196,182511,E01004701,Voluntary aided school,Primary,45.0,Yes,44.8,Yes
101134,Westminster,St Luke's CofE Primary School,W9 3EJ,524741,183012,E01004723,Voluntary aided school,Primary,45.2,Yes,44.3,Yes
101135,Westminster,St Mary Magdalene CofE Primary School,W2 5TF,525683,181957,E01004754,Voluntary aided school,Primary,40.6,Yes,42.3,Yes
101136,Westminster,St Mary's Bryanston Square CofE School,W1H 1DL,527546,181766,E01004661,Voluntary aided school,Primary,66.9,Yes,53.8,Yes
101137,Westminster,St. Mary of the Angels Catholic Primary School,W2 5PR,525132,181428,E01033606,Voluntary aided school,Primary,44.6,Yes,44,Yes
101138,Westminster,"St Matthew's School, Westminster",SW1P 2DG,529827,179261,E01004732,Voluntary aided school,Primary,50.2,Yes,49.1,Yes
101139,Westminster,St Peter's CofE School,W9 2AN,525183,182121,E01004676,Voluntary aided school,Primary,45.9,Yes,45.3,Yes
101140,Westminster,St Peter's Eaton Square CofE Primary School,SW1W 0NL,528736,179092,E01004750,Voluntary aided school,Primary,65.2,Yes,55.5,Yes
101141,Westminster,St Saviour's CofE Primary School,W9 2JD,525889,182081,E01033608,Voluntary aided school,Primary,41.8,Yes,43.1,Yes
101142,Westminster,St Stephen's CofE Primary School,W2 5QH,525274,181553,E01033607,Voluntary aided school,Primary,48.2,Yes,46.2,Yes
101143,Westminster,St Vincent's Catholic Primary School,W1U 4DF,528270,181584,E01004717,Voluntary aided school,Primary,48.9,Yes,48.3,Yes
101144,Westminster,St Vincent de Paul RC Primary School,SW1P 1EP,529206,179068,E01004748,Voluntary aided school,Primary,57.4,Yes,54.4,Yes
101146,Westminster,Westminster Cathedral RC Primary School,SW1V 3SE,529777,178296,E01004737,Voluntary aided school,Primary,54.8,Yes,51.2,Yes
101147,Westminster,Christ Church Bentinck CofE Primary School,NW1 5NS,527312,181875,E01033603,Voluntary aided school,Primary,64.2,Yes,53.1,Yes
101154,Westminster,St Augustine's CofE High School,NW6 5SN,525469,183256,E01004710,Voluntary aided school,Secondary,41.4,Yes,41.9,Yes
101156,Westminster,Arnold House School,NW8 0LH,526561,183245,E01004649,Other independent school,Not applicable,41.3,Yes,42.3,Yes
101157,Westminster,Queen's College London,W1G 8BT,528666,181576,E01004713,Other independent school,Not applicable,50.6,Yes,49.7,Yes
101158,Westminster,Francis Holland School,NW1 6XR,527724,182244,E01004660,Other independent school,Not applicable,55.6,Yes,50.4,Yes
101159,Westminster,Westminster Abbey Choir School,SW1P 3NY,529927,179412,E01004733,Other independent school,Not applicable,56.7,Yes,53.2,Yes
101160,Westminster,Eaton House School Belgravia,SW1W 9BA,528183,178867,E01004687,Other independent school,Not applicable,47.6,Yes,46.4,Yes
101161,Westminster,Francis Holland School,SW1W 8JF,528263,178574,E01004666,Other independent school,Not applicable,47.1,Yes,45.2,Yes
101162,Westminster,Westminster School,SW1P 3PF,530047,179360,E01004733,Other independent school,Not applicable,49.1,Yes,47.3,Yes
101163,Kensington and Chelsea,"The Hampshire School, Chelsea",SW3 6NB,526991,178029,E01002910,Other independent school,Not applicable,47.7,Yes,45.1,Yes
101164,Westminster,Connaught House School,W2 2HL,527570,181036,E01004680,Other independent school,Not applicable,64.0,Yes,55.9,Yes
101165,Westminster,Westminster Under School,SW1P 2NN,529634,178630,E01004747,Other independent school,Not applicable,48.0,Yes,45.7,Yes
101166,Westminster,Westminster Cathedral Choir School,SW1P 1QH,529231,179110,E01004748,Other independent school,Not applicable,57.2,Yes,54.1,Yes
101168,Westminster,The American School in London,NW8 0NP,526542,183346,E01004649,Other independent school,Not applicable,44.6,Yes,44.1,Yes
101169,Westminster,St Christina's School,NW8 7PY,527431,183481,E01004730,Other independent school,Not applicable,45.0,Yes,45.2,Yes
101171,Westminster,International Community School,W1H 1PN,527664,181685,E01004661,Other independent school,Not applicable,52.4,Yes,47.8,Yes
101172,Westminster,The Sylvia Young Theatre School,W1H 5YZ,527584,181403,E01004658,Other independent school,Not applicable,51.1,Yes,47.8,Yes
101173,Westminster,Fairley House School,SW1P 4AU,529819,178495,E01004747,Other independent special school,Not applicable,52.0,Yes,48.7,Yes
101174,Westminster,St John's Wood Pre-Preparatory School,NW8 7NE,527164,182912,E01004725,Other independent school,Not applicable,52.4,Yes,50.1,Yes
101175,Wandsworth,Centre Academy London,SW11 1SH,526882,175144,E01004508,Other independent special school,Not applicable,46.9,Yes,43.1,Yes
101176,Westminster,Naima Jewish Preparatory School,NW6 5ED,525633,183266,E01004710,Other independent school,Not applicable,42.3,Yes,42.5,Yes
101177,Westminster,Abercorn School,NW8 9XP,526355,183105,E01004650,Other independent school,Not applicable,42.2,Yes,43.2,Yes
101178,Westminster,Eaton Square School,SW1V 1PP,529044,178732,E01004751,Other independent school,Not applicable,49.0,Yes,46.4,Yes
101181,Westminster,Bales College,W10 4AA,523896,182571,E01004720,Other independent school,Not applicable,48.1,Yes,46,Yes
101182,Westminster,College Park School,W2 4PH,525551,181088,E01004654,Community special school,Not applicable,44.0,Yes,44.1,Yes
101184,Westminster,Queen Elizabeth II Jubilee School,W9 3LG,524809,182251,E01004674,Community special school,Not applicable,47.6,Yes,46.2,Yes
101188,Barking and Dagenham,Dorothy Barley Infants' School,RM8 2LL,546774,185234,E01000073,Community school,Primary,31.0,No,32.2,No
101192,Barking and Dagenham,Manor Junior School,IG11 9AG,545828,184731,E01000066,Community school,Primary,30.8,No,32.4,No
101193,Barking and Dagenham,Manor Infants' School/Manor Longbridge,IG11 9AG,545828,184731,E01000066,Community school,Primary,30.8,No,32.4,No
101196,Barking and Dagenham,Northbury Primary School,IG11 8JA,544013,184537,E01000010,Community school,Primary,37.9,No,36.7,No
101198,Barking and Dagenham,Ripple Primary School,IG11 7QS,545104,183966,E01000044,Community school,Primary,39.0,No,37.3,No
101202,Barking and Dagenham,Beam Primary School,RM10 9ED,550210,183257,E01000090,Community school,Primary,28.9,No,30.1,No
101203,Barking and Dagenham,Furze Infants' School,RM6 6ES,548410,188015,E01000112,Community school,Primary,33.9,No,33.6,No
101206,Barking and Dagenham,Grafton Primary School,RM8 3EX,548487,186607,E01000100,Community school,Primary,28.5,No,30.1,No
101211,Barking and Dagenham,Marsh Green Primary School,RM10 9NJ,549365,183556,E01000087,Community school,Primary,33.3,No,33.1,No
101212,Barking and Dagenham,Rush Green Primary School,RM7 0RL,550976,187161,E01000038,Community school,Primary,29.5,No,30.3,No
101216,Barking and Dagenham,The Leys Primary School,RM10 9YR,550461,184093,E01000103,Community school,Primary,28.6,No,29.5,No
101219,Barking and Dagenham,Warren Junior School,RM6 6DA,548573,188552,E01000110,Community school,Primary,32.0,No,31.9,No
101220,Barking and Dagenham,Thomas Arnold Primary School,RM9 6NH,548866,184187,E01000086,Community school,Primary,30.3,No,31.1,No
101222,Barking and Dagenham,Valence Primary School,RM8 3AR,547891,186499,E01000102,Community school,Primary,30.0,No,31.2,No
101223,Barking and Dagenham,Village Infants' School,RM10 9JS,549383,184397,E01000085,Community school,Primary,29.7,No,30.7,No
101224,Barking and Dagenham,Marks Gate Junior School,RM6 5NJ,548069,189608,E01000027,Community school,Primary,27.3,No,28.9,No
101226,Barking and Dagenham,William Bellamy Primary School,RM10 7HX,549437,186675,E01000060,Community school,Primary,30.7,No,31.6,No
101227,Barking and Dagenham,Parsloes Primary School,RM9 5RH,548794,184928,E01000013,Community school,Primary,32.6,No,32.7,No
101228,Barking and Dagenham,Five Elms Primary School,RM9 5TB,548829,186204,E01000063,Community school,Primary,32.2,No,32.4,No
101229,Barking and Dagenham,Henry Green Primary School,RM8 1UR,547581,186917,E01000097,Community school,Primary,33.0,No,33.1,No
101230,Barking and Dagenham,Roding Primary School,RM8 2XS,547522,185528,E01000077,Community school,Primary,32.0,No,32.4,No
101231,Barking and Dagenham,Becontree Primary School,RM8 2QR,546884,186340,E01000019,Community school,Primary,28.9,No,30.7,No
101232,Barking and Dagenham,John Perry Primary School,RM10 8UR,550639,184798,E01000107,Community school,Primary,27.6,No,29.1,No
101234,Barking and Dagenham,William Ford CofE Junior School,RM10 9JS,549383,184397,E01000085,Voluntary aided school,Primary,29.7,No,30.7,No
101237,Barking and Dagenham,St Peter's Catholic Primary School,RM9 6UU,548838,183622,E01000053,Voluntary aided school,Primary,40.6,Yes,37.9,No
101239,Barking and Dagenham,St Vincent's Catholic Primary School,RM8 2JN,547206,186684,E01000019,Voluntary aided school,Primary,29.7,No,30.9,No
101241,Barking and Dagenham,"Barking Abbey School, A Specialist Sports and Humanities College",IG11 9AG,545828,184731,E01000066,Community school,Secondary,30.8,No,32.4,No
101243,Barking and Dagenham,Eastbrook School,RM10 7UR,550112,185839,E01000035,Community school,All through,29.9,No,31.1,No
101244,Barking and Dagenham,Eastbury Community School,IG11 9UW,545048,184690,E01000068,Community school,All through,32.6,No,33.6,No
101245,Barking and Dagenham,Robert Clack School,RM8 1JU,548825,186950,E01000061,Community school,Secondary,33.4,No,33.4,No
101247,Barking and Dagenham,All Saints Catholic School and Technology College,RM8 1JT,549215,187064,E01000061,Voluntary aided school,Secondary,28.7,No,30.4,No
101251,Barnet,Brookhill Nursery School,EN4 8SD,527087,195626,E01000170,Local authority nursery school,Nursery,31.4,No,32.4,No
101252,Barnet,Hampden Way Nursery School,N14 5DJ,528689,194167,E01000120,Local authority nursery school,Nursery,33.0,No,34.8,No
101253,Barnet,Moss Hall Nursery School,N3 1NR,525668,191761,E01000302,Local authority nursery school,Nursery,30.9,No,32.8,No
101254,Barnet,St Margaret's Nursery School,EN4 9NT,526828,196062,E01000171,Local authority nursery school,Nursery,30.6,No,31.7,No
101255,Barnet,Pavilion Study Centre,N20 9DX,526783,194420,E01000273,Pupil referral unit,Not applicable,28.5,No,30.9,No
101258,Barnet,Barnfield Primary School,HA8 0DA,520286,190526,E01000128,Community school,Primary,35.2,No,34.9,No
101259,Barnet,Bell Lane Primary School,NW4 2AS,523677,189134,E01000238,Community school,Primary,34.4,No,36.4,No
101262,Barnet,Brookland Junior School,NW11 6EJ,525598,189486,E01000205,Community school,Primary,35.1,No,36.6,No
101263,Barnet,Brookland Infant and Nursery School,NW11 6EJ,525598,189486,E01000205,Community school,Primary,35.1,No,36.6,No
101264,Barnet,Brunswick Park Primary and Nursery School,N14 5DU,528271,194004,E01000118,Community school,Primary,33.4,No,34.2,No
101266,Barnet,Church Hill School,EN4 8NN,527487,194545,E01000117,Community school,Primary,29.2,No,31.1,No
101269,Barnet,Colindale Primary School,NW9 6DT,521535,189221,E01000147,Community school,Primary,33.8,No,35.6,No
101270,Barnet,Coppetts Wood Primary School,N10 1JS,528083,190944,E01000164,Community school,Primary,32.5,No,34.3,No
101271,Barnet,Courtland School,NW7 3BG,521053,193499,E01000228,Community school,Primary,35.4,No,35,No
101272,Barnet,Cromer Road Primary School,EN5 5HT,526107,196508,E01000247,Community school,Primary,26.6,No,28.9,No
101274,Barnet,Deansbrook Infant School,NW7 3ED,520522,191904,E01000233,Community school,Primary,30.6,No,32.2,No
101275,Barnet,Dollis Infant School,NW7 2BU,523053,191451,E01000255,Community school,Primary,33.6,No,34.4,No
